Date,Open,High,Low,Close,Adj Close,Volume,Price_CHG
2015-01-02,2.9213099479675293,3.126650094985962,2.8839800357818604,3.061310052871704,2.2961230278015137,143784974,
2015-01-05,3.07997989654541,3.2479801177978516,3.07997989654541,3.1546499729156494,2.3661324977874756,128905999,0.07000946998596191
2015-01-06,3.117310047149658,3.1733100414276123,3.07997989654541,3.117310047149658,2.3381259441375732,62654562,-0.028006553649902344
2015-01-07,3.0986499786376953,3.126650094985962,3.0146501064300537,3.0333099365234375,2.2751221656799316,68930949,-0.0630037784576416
2015-01-08,3.061310052871704,3.0986499786376953,2.967979907989502,2.9959800243377686,2.2471227645874023,48557173,-0.027999401092529297
2015-01-09,3.023979902267456,3.0986499786376953,2.9959800243377686,3.023979902267456,2.2681241035461426,73365628,0.021001338958740234
2015-01-12,2.9959800243377686,3.042649984359741,2.967979907989502,2.986649990081787,2.240124464035034,28854482,-0.0279996395111084
2015-01-13,2.9213099479675293,3.023979902267456,2.9213099479675293,3.0146501064300537,2.2611258029937744,25593258,0.021001338958740234
2015-01-14,3.0333099365234375,3.0519800186157227,2.9773099422454834,2.9773099422454834,2.233119010925293,24448068,-0.028006792068481445
2015-01-15,3.0053200721740723,3.0053200721740723,2.930649995803833,2.9773099422454834,2.233119010925293,36948507,0.0
2015-01-16,2.967979907989502,2.967979907989502,2.83732008934021,2.893320083618164,2.1701228618621826,63070491,-0.06299614906311035
2015-01-19,2.8839800357818604,2.8839800357818604,2.790649890899658,2.8093199729919434,2.107119083404541,58523172,-0.0630037784576416
2015-01-20,2.7999799251556396,2.8559799194335938,2.7999799251556396,2.818650007247925,2.11411714553833,41123613,0.0069980621337890625
2015-01-21,2.874650001525879,2.949320077896118,2.8559799194335938,2.893320083618164,2.1701228618621826,62869456,0.05600571632385254
2015-01-22,2.9399800300598145,2.986649990081787,2.9213099479675293,2.9399800300598145,2.205120086669922,43860760,0.03499722480773926
2015-01-23,2.986649990081787,3.0053200721740723,2.9399800300598145,2.9586501121520996,2.219123601913452,41265983,0.014003515243530273
2015-01-26,2.9773099422454834,3.0053200721740723,2.911979913711548,2.9399800300598145,2.205120086669922,30638325,-0.014003515243530273
2015-01-27,2.967979907989502,2.967979907989502,2.8839800357818604,2.893320083618164,2.1701228618621826,30438494,-0.03499722480773926
2015-01-28,2.893320083618164,2.893320083618164,2.8559799194335938,2.8653199672698975,2.1491212844848633,33446767,-0.021001577377319336
2015-01-29,2.83732008934021,2.8653199672698975,2.8093199729919434,2.8559799194335938,2.142116069793701,36760384,-0.007005214691162109
2015-01-30,2.8653199672698975,2.893320083618164,2.83732008934021,2.893320083618164,2.1701228618621826,26188037,0.028006792068481445
2015-02-02,2.8653199672698975,2.8653199672698975,2.8093199729919434,2.8466498851776123,2.135118246078491,51007637,-0.035004615783691406
2015-02-03,2.8839800357818604,2.893320083618164,2.83732008934021,2.874650001525879,2.1561193466186523,16750438,0.021001100540161133
2015-02-04,2.874650001525879,2.893320083618164,2.8466498851776123,2.874650001525879,2.1561193466186523,10378361,0.0
2015-02-05,2.986649990081787,3.0053200721740723,2.8653199672698975,2.9026501178741455,2.1771209239959717,44476419,0.021001577377319336
2015-02-06,2.893320083618164,2.9026501178741455,2.8279800415039062,2.8653199672698975,2.1491212844848633,24552049,-0.0279996395111084
2015-02-09,2.83732008934021,2.874650001525879,2.8279800415039062,2.83732008934021,2.1281204223632812,12761371,-0.02100086212158203
2015-02-10,2.818650007247925,2.8559799194335938,2.818650007247925,2.8279800415039062,2.121115207672119,10864507,-0.007005214691162109
2015-02-11,2.83732008934021,2.8559799194335938,2.8093199729919434,2.8279800415039062,2.121115207672119,24794962,0.0
2015-02-12,2.8093199729919434,2.8279800415039062,2.8093199729919434,2.818650007247925,2.11411714553833,20142418,-0.0069980621337890625
2015-02-13,2.8279800415039062,2.874650001525879,2.818650007247925,2.8466498851776123,2.135118246078491,19571133,0.021001100540161133
2015-02-16,2.8653199672698975,2.874650001525879,2.83732008934021,2.8653199672698975,2.1491212844848633,12226980,0.01400303840637207
2015-02-17,2.8466498851776123,2.874650001525879,2.83732008934021,2.8559799194335938,2.142116069793701,16787352,-0.007005214691162109
2015-02-18,2.8839800357818604,2.893320083618164,2.8466498851776123,2.874650001525879,2.1561193466186523,7840795,0.014003276824951172
2015-02-23,2.874650001525879,2.893320083618164,2.83732008934021,2.8839800357818604,2.1631174087524414,12485031,0.0069980621337890625
2015-02-24,2.8466498851776123,2.8839800357818604,2.8466498851776123,2.874650001525879,2.1561193466186523,8399582,-0.0069980621337890625
2015-02-25,2.8839800357818604,2.9026501178741455,2.8466498851776123,2.8839800357818604,2.1631174087524414,20051554,0.0069980621337890625
2015-02-26,2.893320083618164,2.911979913711548,2.8653199672698975,2.9026501178741455,2.1771209239959717,16340056,0.014003515243530273
2015-02-27,2.911979913711548,2.911979913711548,2.8653199672698975,2.8839800357818604,2.1631174087524414,20134244,-0.014003515243530273
2015-03-02,2.930649995803833,2.9399800300598145,2.8559799194335938,2.8559799194335938,2.142116069793701,33964026,-0.021001338958740234
2015-03-03,2.874650001525879,2.8839800357818604,2.83732008934021,2.8466498851776123,2.135118246078491,19320220,-0.006997823715209961
2015-03-04,2.8466498851776123,2.8559799194335938,2.8093199729919434,2.8279800415039062,2.121115207672119,22622241,-0.01400303840637207
2015-03-05,2.8093199729919434,2.8279800415039062,2.781320095062256,2.8093199729919434,2.107119083404541,25385078,-0.013996124267578125
2015-03-06,2.8093199729919434,2.818650007247925,2.771980047225952,2.790649890899658,2.0931155681610107,20300487,-0.014003515243530273
2015-03-09,2.771980047225952,2.790649890899658,2.7439799308776855,2.771980047225952,2.0791120529174805,15331686,-0.014003515243530273
2015-03-10,2.771980047225952,2.781320095062256,2.7253201007843018,2.7439799308776855,2.0581111907958984,41431857,-0.02100086212158203
2015-03-11,2.715980052947998,2.8279800415039062,2.715980052947998,2.781320095062256,2.08611798286438,65532043,0.028006792068481445
2015-03-12,2.781320095062256,2.7999799251556396,2.7253201007843018,2.734649896621704,2.0511128902435303,47345435,-0.03500509262084961
2015-03-13,2.7533199787139893,2.790649890899658,2.715980052947998,2.7533199787139893,2.0651166439056396,35377616,0.014003753662109375
2015-03-16,2.7439799308776855,2.7439799308776855,2.715980052947998,2.7253201007843018,2.0441155433654785,33505779,-0.021001100540161133
2015-03-17,2.7439799308776855,2.7626500129699707,2.7066500186920166,2.7066500186920166,2.0301122665405273,20954315,-0.014003276824951172
2015-03-18,2.7066500186920166,2.734649896621704,2.697319984436035,2.7066500186920166,2.0301122665405273,28297359,0.0
2015-03-19,2.7253201007843018,2.7533199787139893,2.697319984436035,2.734649896621704,2.0511128902435303,26464690,0.02100062370300293
2015-03-20,2.734649896621704,2.7626500129699707,2.715980052947998,2.7439799308776855,2.0581111907958984,27827094,0.006998300552368164
2015-03-23,2.7533199787139893,2.8093199729919434,2.734649896621704,2.7999799251556396,2.100113868713379,46201097,0.04200267791748047
2015-03-24,2.8093199729919434,2.8093199729919434,2.7439799308776855,2.771980047225952,2.0791120529174805,27751722,-0.021001815795898438
2015-03-25,2.771980047225952,2.790649890899658,2.7439799308776855,2.771980047225952,2.0791120529174805,18956883,0.0
2015-03-26,2.7533199787139893,2.771980047225952,2.7439799308776855,2.7533199787139893,2.0651166439056396,16618600,-0.01399540901184082
2015-03-27,2.7439799308776855,2.874650001525879,2.7439799308776855,2.8653199672698975,2.1491212844848633,79555637,0.08400464057922363
2015-03-30,2.8839800357818604,2.986649990081787,2.8559799194335938,2.9399800300598145,2.205120086669922,112383613,0.055998802185058594
2015-03-31,3.070650100708008,3.1453099250793457,2.911979913711548,2.9213099479675293,2.1911168098449707,143872277,-0.014003276824951172
2015-04-01,2.9213099479675293,2.9213099479675293,2.9213099479675293,2.9213099479675293,2.1911168098449707,0,0.0
2015-04-02,3.061310052871704,3.117310047149658,3.023979902267456,3.061310052871704,2.2961230278015137,193766546,0.10500621795654297
2015-04-08,3.07997989654541,3.2293100357055664,3.07997989654541,3.219980001449585,2.415132999420166,198235177,0.11900997161865234
