Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,6.860000133514404,6.860000133514404,6.650000095367432,6.679999828338623,6.298869609832764,6236300
2015-01-05,6.690000057220459,6.760000228881836,6.579999923706055,6.639999866485596,6.26115083694458,8936176
2015-01-06,6.559999942779541,6.789999961853027,6.559999942779541,6.679999828338623,6.298869609832764,4530780
2015-01-07,6.679999828338623,6.789999961853027,6.650000095367432,6.78000020980835,6.393163681030273,6872023
2015-01-08,6.800000190734863,6.829999923706055,6.599999904632568,6.650000095367432,6.270580768585205,9598059
2015-01-09,6.650000095367432,6.949999809265137,6.650000095367432,6.900000095367432,6.506317138671875,22195000
2015-01-12,6.869999885559082,6.949999809265137,6.71999979019165,6.78000020980835,6.393163681030273,10945455
2015-01-13,6.730000019073486,6.880000114440918,6.730000019073486,6.860000133514404,6.468599319458008,8330275
2015-01-14,6.940000057220459,6.980000019073486,6.860000133514404,6.889999866485596,6.49688720703125,11293081
2015-01-15,6.75,6.889999866485596,6.75,6.849999904632568,6.459168910980225,8575083
2015-01-16,6.889999866485596,6.889999866485596,6.71999979019165,6.829999923706055,6.440310478210449,8511578
2015-01-19,6.820000171661377,6.820000171661377,6.449999809265137,6.53000020980835,6.157427787780762,12988508
2015-01-20,6.590000152587891,6.599999904632568,6.480000019073486,6.510000228881836,6.138568878173828,12035400
2015-01-21,6.559999942779541,6.820000171661377,6.559999942779541,6.769999980926514,6.383734226226807,18729026
2015-01-22,6.800000190734863,6.820000171661377,6.599999904632568,6.610000133514404,6.232862949371338,12349964
2015-01-23,6.699999809265137,6.800000190734863,6.619999885559082,6.699999809265137,6.317728519439697,11877232
2015-01-26,6.75,6.75,6.570000171661377,6.670000076293945,6.289439678192139,13707000
2015-01-27,6.699999809265137,6.739999771118164,6.550000190734863,6.650000095367432,6.270580768585205,19127971
2015-01-28,6.699999809265137,6.760000228881836,6.539999961853027,6.570000171661377,6.195145130157471,10793235
2015-01-29,6.599999904632568,6.599999904632568,6.449999809265137,6.489999771118164,6.119709491729736,11397000
2015-01-30,6.510000228881836,6.639999866485596,6.480000019073486,6.550000190734863,6.176286220550537,12573729
2015-02-02,6.449999809265137,6.570000171661377,6.440000057220459,6.449999809265137,6.081992149353027,8862000
2015-02-03,6.550000190734863,6.550000190734863,6.239999771118164,6.360000133514404,5.997127056121826,22311000
2015-02-04,6.460000038146973,6.460000038146973,6.210000038146973,6.309999942779541,5.949979782104492,20679630
2015-02-05,6.329999923706055,6.329999923706055,6.0,6.110000133514404,5.7613911628723145,48641268
2015-02-06,6.150000095367432,6.199999809265137,6.099999904632568,6.119999885559082,5.770820140838623,7785270
2015-02-09,6.070000171661377,6.119999885559082,5.989999771118164,6.059999942779541,5.7142438888549805,17998626
2015-02-10,6.03000020980835,6.139999866485596,6.03000020980835,6.090000152587891,5.742531776428223,15668000
2015-02-11,6.099999904632568,6.150000095367432,5.809999942779541,5.960000038146973,5.6199493408203125,18778166
2015-02-12,5.989999771118164,6.070000171661377,5.900000095367432,6.050000190734863,5.704814434051514,14627164
2015-02-13,6.150000095367432,6.21999979019165,6.03000020980835,6.199999809265137,5.846255779266357,19040200
2015-02-16,6.179999828338623,6.28000020980835,6.179999828338623,6.239999771118164,5.883973121643066,4899470
2015-02-17,6.269999980926514,6.300000190734863,6.190000057220459,6.230000019073486,5.874544143676758,13540000
2015-02-18,6.230000019073486,6.260000228881836,6.159999847412109,6.170000076293945,5.817967414855957,9110000
2015-02-23,6.199999809265137,6.269999980926514,6.179999828338623,6.239999771118164,5.883973121643066,6483171
2015-02-24,6.210000038146973,6.360000133514404,6.190000057220459,6.340000152587891,5.978268623352051,7893294
2015-02-25,6.420000076293945,6.510000228881836,6.360000133514404,6.489999771118164,6.119709491729736,16568405
2015-02-26,6.5,6.599999904632568,6.389999866485596,6.460000038146973,6.091421127319336,10253555
2015-02-27,6.5,6.5,6.269999980926514,6.340000152587891,5.978268623352051,11122205
2015-03-02,6.510000228881836,6.510000228881836,6.239999771118164,6.28000020980835,5.921690940856934,9311817
2015-03-03,6.329999923706055,6.400000095367432,6.199999809265137,6.340000152587891,5.978268623352051,9420928
2015-03-04,6.28000020980835,6.699999809265137,6.28000020980835,6.579999923706055,6.204574108123779,21612679
2015-03-05,6.599999904632568,6.699999809265137,6.440000057220459,6.659999847412109,6.28001070022583,15478000
2015-03-06,6.75,6.75,6.599999904632568,6.610000133514404,6.232862949371338,6822241
2015-03-09,6.699999809265137,6.900000095367432,6.550000190734863,6.650000095367432,6.270580768585205,7025892
2015-03-10,6.639999866485596,6.639999866485596,6.46999979019165,6.489999771118164,6.119709491729736,6441638
2015-03-11,6.5,6.5,6.340000152587891,6.349999904632568,5.987698078155518,9252433
